BOS

F	32	Derrickson, Marcus (TW)	6 ft 7 in (2.01 m)	249 lb (113 kg)	1996–02–01	Georgetown
F	35	Durant, Kevin	6 ft 9 in (2.06 m)	240 lb (109 kg)	1988–09–29	Texas
G	10	Evans, Jacob (GL)	6 ft 6 in (1.98 m)	199 lb (90 kg)	1997–06–18	Cincinnati
F	23	Green, Draymond	6 ft 7 in (2.01 m)	230 lb (104 kg)	1990–03–04	Michigan State
G/F	9	Iguodala, Andre	6 ft 6 in (1.98 m)	215 lb (98 kg)	1984–01–28	Arizona
F	21	Jerebko, Jonas	6 ft 10 in (2.08 m)	231 lb (105 kg)	1987–03–12	Sweden
C	15	Jones, Damian	7 ft 0 in (2.13 m)	245 lb (111 kg)	1995–06–30	Vanderbilt
G	1	Lee, Damion (TW)	6 ft 6 in (1.98 m)	210 lb (95 kg)	1992–10–21	Louisville
G	34	Livingston, Shaun	6 ft 7 in (2.01 m)	192 lb (87 kg)	1985–09–11	Peoria Central HS (IL)
F	5	Looney, Kevon	6 ft 9 in (2.06 m)	220 lb (100 kg)	1996–02–06	UCLA
F	28	McKinnie, Alfonzo	6 ft 8 in (2.03 m)	215 lb (98 kg)	1992–09–17	Green Bay
G	11	Thompson, Klay	6 ft 7 in (2.01 m)	215 lb (98 kg)	1990–02–08	Washington State
Head coach
Steve Kerr
Assistant coach(es)
Mike Brown
Bruce Fraser
Ron Adams
Jarron Collins
Chris DeMarco (assistant coach &
director of player development)
Willie Green (player development)
Legend
(C) Team captain
(DP) Unsigned draft pick
(FA) Free agent
(S) Suspended
(GL) On assignment to G League affiliate
(TW) Two-way affiliate player
Injured Injured
Roster 
Last transaction: 2018–09–24

Los Angeles Clippers
Los Angeles Clippers rostervte
Players	Coaches
Pos.	No.	Name	Height	Weight	DOB (YYYY-MM-DD)	From
G	21	Beverley, Patrick	6 ft 1 in (1.85 m)	185 lb (84 kg)	1988–07–12	Arkansas
G	11	Bradley, Avery	6 ft 2 in (1.88 m)	180 lb (82 kg)	1990–11–26	Texas
C	31	Delgado, Ángel (TW)	6 ft 10 in (2.08 m)	245 lb (111 kg)	1994–11–20	Seton Hall
F	8	Gallinari, Danilo	6 ft 10 in (2.08 m)	225 lb (102 kg)	1988–08–08	Italy
G	2	Gilgeous-Alexander, Shai	6 ft 6 in (1.98 m)	180 lb (82 kg)	1998–07–12	Kentucky
C	13	Gortat, Marcin	6 ft 11 in (2.11 m)	240 lb (109 kg)	1984–02–17	Poland
F/C	5	Harrell, Montrezl	6 ft 8 in (2.03 m)	240 lb (109 kg)	1994–01–26	Louisville
F	34	Harris, Tobias	6 ft 9 in (2.06 m)	235 lb (107 kg)	1992–07–15	Tennessee
C	51	Marjanović, Boban	7 ft 3 in (2.21 m)	290 lb (132 kg)	1988–08–15	Serbia
F	12	Mbah a Moute, Luc	6 ft 8 in (2.03 m)	230 lb (104 kg)	1986–09–09	UCLA
F	15	Motley, Johnathan (TW)	6 ft 10 in (2.08 m)	230 lb (104 kg)	1995–05–04	Baylor
G	10	Robinson, Jerome	6 ft 5 in (1.96 m)	188 lb (85 kg)	1997–02–22	Boston College
F	30	Scott, Mike	6 ft 8 in (2.03 m)	237 lb (108 kg)	1988–07–16	Virginia
G	4	Teodosić, Miloš	6 ft 5 in (1.96 m)	196 lb (89 kg)	1987–03–19	Serbia
G	0	Thornwell, Sindarius	6 ft 5 in (1.96 m)	215 lb (98 kg)	1994–11–15	South Carolina
G	9	Wallace, Tyrone	6 ft 5 in (1.96 m)	198 lb (90 kg)	1994–06–10	California
G	23	Williams, Lou	6 ft 1 in (1.85 m)	175 lb (79 kg)	1986–10–27	South Gwinnett HS (GA)
Head coach
Doc Rivers
Assistant coach(es)
Sam Cassell
Armond Hill
Casey Hill
Rex Kalamian
Brendan O'Connor
John Welch
J. P. Clark (player development)
Natalie Nakase (player development)
Legend
(C) Team captain
(DP) Unsigned draft pick
(FA) Free agent
(S) Suspended
(GL) On assignment to G League affiliate
(TW) Two-way affiliate player
Injured Injured
Roster 
Last transaction: 2018–09–25

Los Angeles Lakers
Los Angeles Lakers rostervte
Players	Coaches
Pos.	No.	Name	Height	Weight	DOB (YYYY-MM-DD)	From
G	2	Ball, Lonzo	6 ft 6 in (1.98 m)	190 lb (86 kg)	1997–10–27	UCLA
F	11	Beasley, Michael	6 ft 9 in (2.06 m)	235 lb (107 kg)	1989–01–09	Kansas State
G	17	Bonga, Isaac	6 ft 8 in (2.03 m)	180 lb (82 kg)	1999–11–08	Germany
G	1	Caldwell-Pope, Kentavious	6 ft 5 in (1.96 m)	205 lb (93 kg)	1993–02–18	Georgia
G	4	Caruso, Alex (TW)	6 ft 5 in (1.96 m)	186 lb (84 kg)	1994–02–28	Texas A&M
C	5	Chandler, Tyson	7 ft 1 in (2.16 m)	240 lb (109 kg)	1982–10–02	Dominguez HS (CA)
G	3	Hart, Josh	6 ft 5 in (1.96 m)	215 lb (98 kg)	1995–03–06	Villanova
F	14	Ingram, Brandon	6 ft 9 in (2.06 m)	190 lb (86 kg)	1997–09–02	Duke
F	23	James, LeBron	6 ft 8 in (2.03 m)	250 lb (113 kg)	1984–12–30	St. Vincent–St. Mary HS (OH)
F	0	Kuzma, Kyle	6 ft 9 in (2.06 m)	220 lb (100 kg)	1995–07–24	Utah
C	7	McGee, JaVale	7 ft 0 in (2.13 m)	270 lb (122 kg)	1988–01–19	Nevada
F	10	Mykhailiuk, Sviatoslav	6 ft 8 in (2.03 m)	205 lb (93 kg)	1997–06–10	Kansas
G	9	Rondo, Rajon Injured	6 ft 1 in (1.85 m)	186 lb (84 kg)	1986–02–22	Kentucky
G	6	Stephenson, Lance	6 ft 6 in (1.98 m)	230 lb (104 kg)	1990–09–05	Cincinnati
F	15	Wagner, Moritz	6 ft 11 in (2.11 m)	245 lb (111 kg)	1997–04–26	Michigan
F	19	Williams, Johnathan (TW)	6 ft 9 in (2.06 m)	228 lb (103 kg)	1995–05–22	Gonzaga
C	40	Zubac, Ivica	7 ft 1 in (2.16 m)	240 lb (109 kg)	1997–03–18	Croatia
Head coach
Luke Walton
Assistant coach(es)
Mark Madsen
Jesse Mermuys
Miles Simon
Brian Shaw (Associate HC)
Brian Keefe (assistant coach/player development)
Clay Moser (assistant coach/basketball strategy)
Tracy Murray (assistant coach/shooting consultant)
Casey Owens (assistant coach/advance professional scout)
Legend
(C) Team captain
(DP) Unsigned draft pick
(FA) Free agent
(S) Suspended
(GL) On assignment to G League affiliate
(TW) Two-way affiliate player
Injured Injured
Roster 
Last transaction: 2018–11–20

Phoenix Suns
Phoenix Suns rostervte
Players	Coaches
Pos.	No.	Name	Height	Weight	DOB (YYYY-MM-DD)	From
F	15	Anderson, Ryan	6 ft 10 in (2.08 m)	240 lb (109 kg)	1988–05–06	California
F	3	Ariza, Trevor	6 ft 8 in (2.03 m)	215 lb (98 kg)	1985–06–30	UCLA
C	22	Ayton, Deandre	7 ft 1 in (2.16 m)	250 lb (113 kg)	1998–07–23	Arizona
F	35	Bender, Dragan	7 ft 1 in (2.16 m)	225 lb (102 kg)	1997–11–17	Croatia
G	1	Booker, Devin	6 ft 6 in (1.98 m)	210 lb (95 kg)	1996–10–30	Kentucky
F	25	Bridges, Mikal	6 ft 7 in (2.01 m)	210 lb (95 kg)	1996–08–30	Villanova
G	0	Canaan, Isaiah	6 ft 0 in (1.83 m)	200 lb (91 kg)	1991–05–21	Murray State
G	11	Crawford, Jamal	6 ft 5 in (1.96 m)	185 lb (84 kg)	1980–03–20	Michigan
G	30	Daniels, Troy	6 ft 4 in (1.93 m)	205 lb (93 kg)	1991–07–15	Virginia Commonwealth
F/C	21	Holmes, Richaun	6 ft 10 in (2.08 m)	235 lb (107 kg)	1993–10–15	Bowling Green
F	20	Jackson, Josh	6 ft 8 in (2.03 m)	200 lb (91 kg)	1997–02–10	Kansas
F	8	King, George (TW)	6 ft 6 in (1.98 m)	220 lb (100 kg)	1994–01–15	Colorado
G	14	Melton, De'Anthony	6 ft 4 in (1.93 m)	200 lb (91 kg)	1998–05–28	Southern California
G	2	Okobo, Élie (GL)	6 ft 2 in (1.88 m)	180 lb (82 kg)	1996–10–23	France
F	12	Warren, T. J.	6 ft 8 in (2.03 m)	215 lb (98 kg)	1993–09–05	North Carolina State
Head coach
Igor Kokoškov
Assistant coach(es)
Joe Prunty
Jamelle McMillan
Jason Staudt
Corliss Williamson
Cody Toppert (player development)
Devin Smith (player development)
Brady Howe (strength & conditioning)
Legend
(C) Team captain
(DP) Unsigned draft pick
(FA) Free agent
(S) Suspended
(GL) On assignment to G League affiliate
(TW) Two-way affiliate player
Injured Injured
Roster 
Last transaction: 2018–11–03

Sacramento Kings
Sacramento Kings rostervte
Players	Coaches
Pos.	No.	Name	Height	Weight	DOB (YYYY-MM-DD)	From
F	35	Bagley, Marvin	6 ft 11 in (2.11 m)	234 lb (106 kg)	1999–03–14	Duke
F	88	Bjelica, Nemanja	6 ft 10 in (2.08 m)	234 lb (106 kg)	1988–05–09	Serbia
G	8	Bogdanović, Bogdan	6 ft 6 in (1.98 m)	205 lb (93 kg)	1992–08–18	Serbia
C	00	Cauley-Stein, Willie	7 ft 0 in (2.13 m)	240 lb (109 kg)	1993–08–18	Kentucky
G	3	Ferrell, Yogi	6 ft 0 in (1.83 m)	180 lb (82 kg)	1993–05–09	Indiana
G	5	Fox, De'Aaron	6 ft 3 in (1.91 m)	175 lb (79 kg)	1997–12–20	Kentucky
F	32	Gabriel, Wenyen (TW)	6 ft 9 in (2.06 m)	205 lb (93 kg)	1997–03–26	Kentucky
F/C	20	Giles, Harry	6 ft 10 in (2.08 m)	240 lb (109 kg)	1998–04–22	Duke
G	24	Hield, Buddy	6 ft 4 in (1.93 m)	214 lb (97 kg)	1993–12–17	Oklahoma
F	25	Jackson, Justin	6 ft 8 in (2.03 m)	210 lb (95 kg)	1995–03–28	North Carolina
C	41	Koufos, Kosta	7 ft 0 in (2.13 m)	265 lb (120 kg)	1989–02–24	Ohio State
F/C	7	Labissière, Skal	6 ft 11 in (2.11 m)	225 lb (102 kg)	1996–03–18	Kentucky
G	10	Mason, Frank	5 ft 11 in (1.80 m)	190 lb (86 kg)	1994–04–03	Kansas
G	23	McLemore, Ben	6 ft 5 in (1.96 m)	195 lb (88 kg)	1993–02–11	Kansas
F	50	Randolph, Zach	6 ft 9 in (2.06 m)	250 lb (113 kg)	1981–07–16	Michigan State
G	9	Shumpert, Iman	6 ft 5 in (1.96 m)	220 lb (100 kg)	1990–06–26	Georgia Tech
F	19	Williams, Troy (TW)	6 ft 7 in (2.01 m)	218 lb (99 kg)	1994–12–30	Indiana
Head coach
Dave Joerger
Assistant coach(es)
Bryan Gates
Nancy Lieberman
Jason March
Bob Thornton
Duane Ticknor
Elston Turner
Larry Lewis (player development)
Legend
(C) Team captain
(DP) Unsigned draft pick
(FA) Free agent
(S) Suspended
(GL) On assignment to G League affiliate
(TW) Two-way affiliate player
Injured Injured
Roster 
Last transaction: 2018–11–24
